"ShortName","Name","SI version","Target","Status","Runtime","Score","Severity","Weight","Category","MITRE ATT&CK_1","MITRE ATT&CK_2","MITRE ATT&CK_3","MITRE ATT&CK_4","ANSSI_1","ANSSI_2","ANSSI_3","MITRE D3FEND_1","MITRE D3FEND_2","Description","Likelihood of compromise","Result message","Number of results","Result","Remediation"
"SI000041","GPO linking delegation at the AD Site level","1.124.1","AD","Pass","00:00:28:81","100","Warning","7","Group Policy Security","Privilege Escalation","Execution","","","vuln1_permissions_gpo_priv","","","","","When non-privileged users can link GPOs at the AD Site level, they have the ability to effect change on domain controllers as well as potentially elevate access and change domain-wide security posture. This indicator looks for non-default principals who have write permissions on the GPLink attribute or Write DACL/Write Owner on the object.","Just being able to link GPOs doesn't provide the whole picture. An attacker would need to find or edit a GPO that contains the instructions they want to achieve. However, if an attacker can find an existing GPO that meets their needs, then having this write permission gives them the keys to the kingdom.","No evidence of exposure.","0","","None"
"SI000040","GPO linking delegation at the domain controller OU level","1.124.1","AD","IOE Found","00:00:29:00","47","Warning","7","Group Policy Security","Privilege Escalation","Execution","","","vuln1_permissions_gpo_priv","","","","","When non-privileged users can link GPOs at the Domain Controllers OU level, they have the ability to effect change on domain controllers as well as potentially elevate access and change domain-wide security posture. This indicator looks for non-default principals who have write permissions on the GPLink attribute or Write DACL/Write Owner on the object.","Just being able to link GPOs doesn't provide the whole picture. An attacker would need to find or edit a GPO that contains the instructions they want to achieve. However, if an attacker can find an existing GPO that meets their needs, then having this write permission gives them the keys to the kingdom.","Found 3 objects with write permissions on the GPLink attribute at the Domain Controller OU level.","3","Security_Assessment_Report_5_30_2025_11_24_02_PM_(SI000040)","Unprivileged users should not be able to link GPOs at the Domain Controllers OU level. Doing so essentially gives them the ability to escalate their access, change domain-level security posture, and use GPOs to effect all systems and users in AD. Remove unnecessary permissions from the DC OU."
"SI000032","GPO linking delegation at the domain level","1.124.1","AD","Pass","00:00:28:84","100","Warning","7","Group Policy Security","Defense Evasion","Privilege Escalation","","","vuln1_permissions_gpo_priv","","","","","When non-privileged users can link GPOs at the domain level, they have the ability to effect change across all users and computers in the domain as well as potentially elevate access and change domain-wide security posture. This indicator looks for non-default principals who have write permissions on the GPLink attribute or Write DACL/Write Owner on the object.","Just being able to link GPOs doesn't provide the whole picture. An attacker would need to find or edit a GPO that contains the instructions they want to achieve. However, if an attacker can find an existing GPO that meets their needs, then having this write permission gives them the keys to the kingdom.","No evidence of exposure.","0","","None"
"SI000102","Accounts with altSecurityIdentities configured","1.124.1","AD","Pass","00:00:04:33","100","Warning","7","Kerberos Security","Privilege Escalation","","","","vuln1_delegation_a2d2","","","","","It is possible to add values to the altSecurityIdentities attribute and essentially impersonate that account. The altSecurityIdentities attribute is a multi-valued attribute used to create mappings for X.509 certificates and external Kerberos accounts. This indicator checks for accounts with the altSecurityIdentities attribute configured.","This type of attack may be easy to spot as it is rarely configured during normal operations. However, it is possible for this attribute to be configured genuinely.","No evidence of exposure.","0","","None"
"SI000016","Computer or user accounts with SPN that have unconstrained delegation","1.124.1","AD","Pass","00:00:03:81","100","Warning","4","Kerberos Security","Defense Evasion","Lateral Movement","","","vuln2_delegation_t4d","","","Detect - Domain Account Monitoring","","This indicator looks for computer or user accounts with SPN that are trusted for unconstrained Kerberos delegation. These accounts store users' Kerberos TGT locally to authenticate to other systems on their behalf. Computers and users trusted with unconstrained delegation are good targets for Kerberos-based attacks.","Attackers who control a service or user trusted for unconstrained delegation can dump local credentials and uncover cached TGT. These credentials could belong to users that accessed the service and who may be privileged.","No evidence of exposure.","0","","None"
"SI000099","Accounts with Constrained Delegation configured to krbtgt","1.124.1","AD","Pass","00:00:04:57","100","Critical","9","Kerberos Security","Privilege Escalation","","","","vuln1_delegation_a2d2","","","Detect - Domain Account Monitoring","","This indicator checks for accounts that have constrained delegation configured to the KRBTGT account.","In Active Directory it is possible to create a Kerberos delegation to the KRBTGT account. This type of delegation to a user or computer would allow that principal to generate a ticket granting service (TGS) request to the KRBTGT account as any user.
An attacker may attempt to compromise any account that has a delegation to the KRBTGT account. This particular type of configuration allows for an attack similar to a Golden Ticket attack.","No evidence of exposure.","0","","None"
"SI000100","Accounts with Constrained Delegation configured to ghost SPN","1.124.1","AD","Pass","00:00:05:21","100","Warning","6","Kerberos Security","Privilege Escalation","","","","vuln1_delegation_a2d2","","","","","When computers are decommissioned, delegation configuration to them is often not cleaned up. Such a delegation could allow an attacker that has the privileges to write to the ServicePrincipalName attribute of another service account, to escalate privileges on those services. This could result in escalating privileges by moving laterally across the infrastructure. This indicator looks for accounts that have Constrained Delegation configured to ghost SPNs.","This type of attack should be easy to spot as the configured SPN within the msds-allowedtodelegateto attribute will not exist on the domain. However, if they are found, they would represent a significant risk and should be mitigated quickly.","No evidence of exposure.","0","","None"
"SI000017","Kerberos KRBTGT account with old password","1.124.1","AD","Pass","00:00:15:57","100","Warning","4","Kerberos Security","Credential Access","","","","vuln2_krbtgt","","","Harden - Strong Password Policy","","This indicator checks the age of the password on the KRBTGT account.","The KRBTGT user account is a special user account in Active Directory that is a service account for the Key Distribution Center (KDC).
If an attacker is able to compromise the KRBTGT account, they will be able to perform golden ticket attacks in Active Directory, which allow the attacker to impersonate any user.
Beyond rotating the password twice a year, it is recommended that the password is rotated every time someone who had privileged access in Active Directory, such as a Domain Admin, leaves the organization. There are specific steps that are required to successfully rotate the KRBTGT password, please see the reference article from Semperis for further details.ReferencesHow to Defend Against Golden Ticket Attacks on Active Directory - Semperis
The password for the krbtgt account on a domain must be reset at least every 180 days - stigviewer.com
Active Directory Accounts | Microsoft Learn","No evidence of exposure.","0","","None"
"SI000057","Objects with constrained delegation configured","1.124.1","AD","Pass","00:00:16:77","100","Informational","5","Kerberos Security","Lateral Movement","Privilege Escalation","","","","","","Detect - Domain Account Monitoring","","This indicator looks for any objects that have values in the msDS-AllowedToDelegateTo attribute (i.e. Constrained Delegation) and does not have the UserAccountControl bit for protocol transition set.","Attackers may utilize delegations to move laterally or escalate privileges if they compromise a service that is trusted to delegate. While constrained delegation is less likely to be compromised than unconstrained delegation, knowing all of the accounts within your environment that have this defined and ensuring they have strong passwords is a good thing.","No evidence of exposure.","0","","None"
"SI000070","Principals with constrained authentication delegation enabled for a DC service","1.124.1","AD","Pass","00:00:16:81","100","Warning","6","Kerberos Security","Privilege Escalation","","","","","","","Detect - Domain Account Monitoring","","This indicator looks for principals (computers or users) that have constrained delegation enabled for a service running on a DC. If an attacker can create such a delegation, they can authenticate to that service using any user that is not protected against delegation.","Constrained delegation allows a service to act on behalf of an authenticated user to another service. While this is sometimes necessary and requires the user to authenticate to the delegating service first, delegation to such services on domain controllers greatly increases risk. An attacker that is able to compromise such a service can significantly elevate their privileges in this way and infiltrate Active Directory.","No evidence of exposure.","0","","None"
"SI000058","Kerberos protocol transition delegation configured","1.124.1","AD","Pass","00:00:16:96","100","Warning","6","Kerberos Security","Credential Access","Lateral Movement","Privilege Escalation","","","","","","","This indicator looks for services that have been configured to allow Kerberos protocol transition. This capability enables a delegated service to use any available authentication protocol. This means that compromised services can reduce the quality of their authentication protocol to something that is more easily compromised (e.g. NTLM).","Protocol transition is not often used but when it is, it should be monitored closely for signs of abuse. In addition to compromising the authentication strength, this setting also allows attackers to request delegations with no authentication.","No evidence of exposure.","0","","None"
"SI000065","Principals with constrained delegation using protocol transition enabled for a DC service","1.124.1","AD","Pass","00:00:17:08","100","Warning","7","Kerberos Security","Privilege Escalation","","","","vuln1_delegation_t2a4d","","","","","This indicator looks for principals (computers or users) that have constrained delegation using protocol transition defined against a service running on a DC.","Protocol transition (also known as T2A4D) allows any user to authenticate to a delegated service using any protocol such as NTLM. This allows the delegated service to request a TGS from Kerberos for any user without any proof such as that user's corresponding TGT or TGS. If an attacker can create such a delegation for a service that they control or compromise an existing service, they can effectively gain a TGS for any user with privileges to the DC.","No evidence of exposure.","0","","None"
"SI000042","Users with SPN defined","1.124.1","AD","IOE Found","00:00:18:40","0","Informational","3","Kerberos Security","Privilege Escalation","","","","","","","Detect - Domain Account Monitoring","","This indicator provides a way to visually inventory all users accounts that have SPNs defined. Generally SPNs are only defined for 'Kerberized' services, so if you see an account with an SPN that should not have one, this could be cause for concern.","SPNs are generally only defined for service accounts or other services that use Kerberos. If you see SPNs on other accounts, they are worth investigating to determine if they are just an administrative error.","Found 50 users with associated SPN.","50","Security_Assessment_Report_5_30_2025_11_24_02_PM_(SI000042)","If possible use Group Managed Service Accounts instead of regular users or ensure that all users that have an SPN are not primary users and considered as service accounts."
"SI000152","Primary users with SPN not supporting AES encryption on Kerberos","1.124.1","AD","IOE Found","00:00:19:95","0","Warning","5","Kerberos Security","Privilege Escalation","Credential Access","","","vuln3_kerberos_properties_encryption","","","","","This indicator shows all Primary users with SPNs that do not support AES-128 or AES-256 encryption type.","AES encryption is stronger than RC4 encryption. Configuring primary users with SPN to support AES encryption will not mitigate attacks such as Kerberoasting but does force AES by default, meaning that it is possible to monitor for encryption downgrade attacks to RC4 (Kerberoasting attacks)","Found 50 Primary users with SPN not supporting AES encryption","50","Security_Assessment_Report_5_30_2025_11_24_02_PM_(SI000152)","Best practice is to enable AES encryption support on service accounts. Follow Microsoft guidance <a href='https://docs.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/network-security-configure-encryption-types-allowed-for-kerberos' target='_blank'>here.</a>"
"SI000019","Privileged users with SPN defined","1.124.1","AD","IOE Found","00:00:20:00","88","Warning","6","Kerberos Security","Credential Access","Privilege Escalation","","","vuln1_spn_priv","","","","","This indicator looks for accounts with the adminCount attribute set to 1 AND ServicePrincipalNames (SPNs) defined on the account. In general, privileged accounts should not have SPNs defined on them, as it makes them targets for Kerberos-based attacks that can elevate privileges to those accounts. By default, the krbtgt account falls under this category but is a special case and is not considered part of this indicator.","This is a significant issue that can allow an attacker to elevate privileges in a domain. Audit all accounts where privileged access is possible looking for anomalous access. If found, a breach or ongoing attack should be further investigated.","Found 1 privileged users with associated SPN.","1","Security_Assessment_Report_5_30_2025_11_24_02_PM_(SI000019)","Remove SPN from privileged accounts when not required or mitigate by other means."
"SI000031","Computer account takeover through Kerberos Resource-Based Constrained Delegation (RBCD)","1.124.1","AD","Pass","00:00:20:48","100","Informational","5","Kerberos Security","Credential Access","Lateral Movement","Privilege Escalation","","","","","","","With sufficient permissions on a computer account and the ability to create another user or computer security principal, it is possible to compromise resources on that computer account using Kerberos resource-based constrained delegation (RBCD). This indicator looks for the msDS-AllowedToActOnBehalfOfOtherIdentity attribute on computer objects.","Attackers may utilize Kerberos RBCD configuration to escalate privileges through a computer they control if that computer has delegation to the target service.","No evidence of exposure.","0","","None"
"SI000066","Domain controllers with Resource-Based Constrained Delegation (RBCD) enabled","1.124.1","AD","Pass","00:00:20:51","100","Warning","6","Kerberos Security","Defense Evasion","Lateral Movement","Privilege Escalation","","vuln1_delegation_sourcedeleg","","","","","This indicator detects a configuration that grants certain accounts with complete delegation to domain controllers. Delegations towards privileged resources such as DCs should be avoided. Resource-based constrained delegation is configured on the target resource, as opposed to other delegation types that are configured on the accounts accessing the resource.","An attacker needs to know the Service Principal Name (SPN) of the object they want to delegate, as well as be able to populate the msDS-AllowedToActOnBehalfOfOtherIdentity attribute with a computer account that they control. This is sometimes possible when unprivileged users are by default allowed to create computer accounts (MachineAccountQuota) and write the attribute to the target computer.","No evidence of exposure.","0","","None"
"SI000071","krbtgt account with Resource-Based Constrained Delegation (RBCD) enabled","1.124.1","AD","Pass","00:00:20:50","100","Critical","9","Kerberos Security","Privilege Escalation","","","","vuln1_delegation_a2d2","","","","","This indicator checks if the KRBTGT account has resource-based constrained delegation (RBCD) defined.","In Active Directory it is possible to create a resource-based constrained delegation on the KRBTGT account.
An attacker may attempt to leverage this type of delegation to generate ticket granting service (TGS) requests to the KRBTGT account as any user. This particular type of attack is similar to a Golden Ticket attack.ResourcesResource-Based Constrained Delegation: Semperis AD 101","No evidence of exposure.","0","","None"
"SI000079","Write access to RBCD on DC","1.124.1","AD","IOE Found","00:00:20:84","88","Warning","6","Kerberos Security","Credential Access","","","","","","","","","This indicator looks for Write access on RBCD for Domain Controllers to users who are not in Domain Admins, Enterprise Admins and Built-in Admins groups.","This setting enables configuring RBCD on Domain Controllers. An attacker that is able to gain Write access to RBCD for a resource can cause that resource to impersonate any user (except where delegation is explicitly disallowed). Write on RBCD is always a high privilege, but when it is on a DC, the impact is substantial as an attacker can delegate to a controlled resource as a privileged user and abuse the DC services.","Found 1 DCs on which the listed principals can write to their msds-AllowedToActOnBehalfOfOtherIdentity attribute.","1","Security_Assessment_Report_5_30_2025_11_24_02_PM_(SI000079)","For each DC listed, ensure that the principals who can set resource-based constrained delegation are valid."
"SI000080","Write access to RBCD on krbtgt account","1.124.1","AD","Pass","00:00:21:02","100","Warning","7","Kerberos Security","Credential Access","","","","","","","","","This indicator looks for Write access on RBCD for the krbtgt account to users who are not in Domain Admins, Enterprise Admins and Built-in Admins groups.","This setting enables configuring RBCD on the krbtgt account. An attacker that is able to gain Write access to RBCD for a resource can cause that resource to impersonate any user (except where delegation is explicitly disallowed). Write on RBCD is always a high privilege, but when it is on the krbtgt account, the impact is substantial because it allows the attacker to create TGS for krbtgt for any user, which can then be used as a TGT.","No evidence of exposure.","0","","None"
"SI000151","RC4 or DES encryption type are supported by Domain Controllers","1.124.1","AD","IOE Found","00:00:21:17","88","Warning","6","Kerberos Security","Privilege Escalation","Credential Access","","","vuln2_dc_crypto","vuln4_dc_crypto","","","","This indicator checks if RC4 or DES encryption is supported by Domain Controllers","RC4 and DES are considered an insecure form of encryption, susceptible to various cryptographic attacks. Multiple vulnerabilities in the RC4 and DES algorithms allow MitM and deciphering attacks. See CVE-2013-2566 and CVE-2015-2808.","Found 1 Domain Controllers that support RC4 or DES encryption","1","Security_Assessment_Report_5_30_2025_11_24_02_PM_(SI000151)","It is best practice to disable support for RC4 and DES on domain controllers. Proceed with caution, as this can cause clients that request RC4 encrypted kerberos tickets by default to fail.
        Disable it by adding the group policy Network security: Configure encryption types allowed for Kerberos and select only AES-128, AES-256 encryption types, to a GPO that affects the Domain Controllers container.
        The group policy path is Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options."
"SI000114","Resource Based Constrained Delegation applied to AZUREADSSOACC account","1.124.1","Hybrid (AD)","Not Relevant","00:00:03:71","0","Warning","5","Hybrid (AD)","Lateral Movement","Credential Access","","","","","","","","This indicator looks for Resource Based Constrained Delegation configured on the Entra Seamless SSO account.","When configuring Entra Seamless SSO, a computer account is created in Active Directory, AZUREADSSOACC. This computer account is used by Entra ID to decrypt Kerberos tickets that are used as part of the seamless SSO mechanism between Active Directory and Entra ID. If resource-based constrained delegation is configured on the AZUREADSSOACC computer account, an account with the delegation would be able to generate Ticket Granting Service (TGS) requests to Entra ID on behalf of the AZUREADSSOACC account, and impersonate any user in the Entra tenant that is synchronized from Active Directory.
An attacker can use this method to move laterally from Active Directory into Entra ID.ReferencesMicrosoft Entra Connect: Seamless Single Sign-On - How it works - Microsoft Entra ID | Microsoft Learn","This indicator is only relevant for environments with AAD Connect. No IDs for AAD Connect were detected in the environment.","0","","None"
"SI000133","SSO computer account with password last set over 90 days ago","1.124.1","Hybrid (AD)","Not Relevant","00:00:03:21","0","Warning","6","Hybrid (AD)","Credential Access","","","","vuln2_password_change_server_no_change_90","","","","","This indicator checks the Entra Seamless Single Sign-On computer account, AZUREADSSOACC, to determine if the password has been rotated in the last 90 days.","When configuring Entra Seamless SSO, a computer account is created in Active Directory, AZUREADSSOACC. This computer account is used by Entra ID to decrypt Kerberos tickets that are used as part of the seamless SSO mechanism between Active Directory and Entra ID. Because this is not an actual computer that is a member of Active Directory, the password for it cannot automatically be rolled over every 30 days. If an attacker compromises this account, they can generate Ticket Granting Service (TGS) request to Entra ID and impersonate any user in the Entra tenant that is synchronized from Active Directory.
An attacker can use this to move laterally from Active Directory into Entra ID.ReferencesMicrosoft Entra Connect SSO FAQ - Microsoft Entra ID | Microsoft Learn
Microsoft Entra Connect: Seamless Single Sign-On - How it works - Microsoft Entra ID | Microsoft Learn","This indicator is only relevant for environments with AAD Connect. No IDs for AAD Connect were detected in the environment.","0","","None"
